demand_id,facility_id,distance_m,straight_line_m,detour_factor
129859,23939,14333.847860605443,11843.532532797592,1.210267951805052
129860,23939,22149.230353569914,19429.92696150081,1.1399543805520853
129862,23939,16379.477704123536,12533.13692668724,1.3068937010690556
129863,23939,15612.286177611793,12060.80091019364,1.2944651266415053
129864,23939,17659.908975377428,15606.372590204208,1.131583196114527
129865,23939,8978.104468641035,6937.882523454134,1.2940698315789794
129867,23939,17049.232814721185,15336.701234826152,1.111662316013972
129868,23939,16388.947830514036,14463.621436113377,1.1331150986566492
129870,23939,15578.395998710701,13556.874288446987,1.1491141444002644
129872,23939,9024.538401189855,6688.186255339141,1.3493252216152947
129873,23939,8618.445842006275,7842.896952202149,1.0988855131631388
129874,23939,10674.998643517589,9008.106420970515,1.1850435757138276
129875,23939,21028.96488887284,18474.708168013716,1.1382569455295348
129876,23939,10074.944034619271,9699.346754267837,1.038723976971559
129878,23939,13913.687140718948,11881.579176869524,1.1710301243293848
129880,23939,17248.69515367291,15098.59853353119,1.1424037214690326
129882,21545,18026.685747970325,18095.933049830874,0.9961733223885244
129883,23218,2470.3249834306102,2185.8401264976874,1.1301489772670361
129884,21545,16509.66895076546,14656.982881054764,1.1264029633346593
129885,21545,22140.49343628281,20534.465570756904,1.0782113301167695
129886,23939,9511.563044033403,7370.489339248435,1.2904927483421735
129887,21545,23997.834056354062,22130.01933083506,1.0844018569345064
129888,21545,13724.04260586453,10498.402565725637,1.307250557400962
129889,23218,4531.096617823844,4369.599084043883,1.0369593481401278
129890,21545,21573.499582599914,20241.68344906341,1.0657957198514596
129891,23939,5741.912359413415,4807.9783531933745,1.1942467161067267
129892,23939,8476.79247017347,5659.199835630954,1.4978782719073884
129893,23939,4061.2570388949543,3363.2784963990694,1.207529213903393
129894,21545,17997.894023757355,15475.89347334004,1.1629631629838952
129895,23939,9764.420373188914,7578.900726860184,1.2883689502071307
129896,21545,22440.420451223854,20714.411205762197,1.0833240794689605
129897,21545,22484.996673782025,20704.8991225973,1.0859747029263198
